Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,Camera,Price,net2g,net3g,net4g,year,status,dimensions,weight,build,sim,displaytype,displaysize,displayresolution,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1features,cam1video,cam2modules,cam2features,cam2video,wlan,bluetooth,gps,nfc,radio,usb,sensors,batdescription1,colors,models,price,
https://www.gsmarena.com/infinix_zero_20-11913.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero20-.jpg,Infinix Zero 20,"Released 2023, January 02","196g, 8mm thickness","Android 12, XOS 12","128GB/256GB storage, microSDXC","6.7""",1080x2400 pixels,8 GB RAM,4500 mAh Li-Po,"108 MP, (wide), PDAF","16,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","2022, October 05","Available. Released 2023, January 02",164.4 x 76.7 x 8 mm (6.47 x 3.02 x 0.31 in),196 g (6.91 oz),"Glass front, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 90Hz","6.7 inches, 108.4 cm(~86.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 12, XOS 12",Mediatek MT8781 Helio G99 (6nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,"Quad-LED flash, HDR, panorama",1440p@30fps,"60 MP, (wide), AF, OIS","Dual-LED flash, HDR",1440p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,GPS,Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","Space Gray, Glitter Gold, Green Fantasy",X6821,About 200 EUR,
https://www.gsmarena.com/infinix_note_12i_2022-11919.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note12i-2022.jpg,Infinix Note 12i 2022,"Released 2022, September 30","188g, 7.8mm thickness","Android 12, XOS 10.6","64GB/128GB storage, microSDXC","6.7""",1080x2400 pixels,4/6 GB RAM,5000 mAh Li-Po,"50 MP, f/1.8, (wide), 1/2.8"", 0.64Âµm, PDAF","9,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40","2022, September 30","Available. Released 2022, September 30",164.5 x 76.7 x 7.8 mm (6.48 x 3.02 x 0.31 in),188 g (6.63 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 90Hz","6.7 inches, 108.4 cm(~85.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 12, XOS 10.6",Mediatek MT6769Z Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",,"Quad-LED flash, HDR, panorama",1440p@30fps,8 MP,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Force Black, Alpine White, Metaverse Blue",X677,About 150 EUR,,
https://www.gsmarena.com/infinix_hot_12_pro-11822.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot12-pro.jpg,Infinix Hot 12 Pro,"Released 2022, August 02","191g, 8.4mm thickness","Android 12, XOS 10.6","128GB storage, microSDXC","6.6""",720x1612 pixels,8 GB RAM,5000 mAh Li-Ion,"50 MP, f/1.6, (wide), AF","11,499",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","2022, August 02","Available. Released 2022, August 02",164.2 x 75.8 x 8.4 mm (6.46 x 2.98 x 0.33 in),191 g (6.74 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz","6.6 inches, 104.6 cm(~84.1% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)","Android 12, XOS 10.6",Unisoc Tiger T616 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57 MP1,microSDXC (dedicated slot),128GB 8GB RAM,,Dual-LED flash,1080p@30fps,8 MP,LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,GPS,Yes,FM radio,Yes,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 5000 mAh, non-removable","Racing Black, Electric Blue, Lightsaber Green, Halo White",X668C,About 180 EUR,
https://www.gsmarena.com/infinix_smart_6_plus_(india)-11742.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-6-plus.jpg,Infinix Smart 6 Plus,"Released 2022, August 03","202g, 8.7mm thickness",Android 12,"640GB storage, microSDXC","6.82""",720x1600 pixels,2/3 GB RAM,5000 mAh Li-Po,"8 MP, f/2.0, AF","8,499",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2022, July 29","Available. Released 2022, August 03",172.6 x 77.7 x 8.7 mm (6.80 x 3.06 x 0.34 in),202 g (7.13 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 440 nits (typ)","6.82 inches, 112.3 cm(~83.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~257 ppi density)",Android 12 (Go edition),Mediatek MT6762G Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 2GB RAM, 64GB 3GB RAM",eMMC 5.1,"Dual-LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0",LED flash,720p@30fps,Wi-Fi 802.11 a/b/g/n,"5.0, A2DP, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 5000 mAh, non-removable","Tranquil Sea Blue, Miracle Black","X6823C, X6823",About 100 EUR,
https://www.gsmarena.com/infinix_note_12_pro-11695.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note12-pro-4g.jpg,Infinix Note 12 Pro,"Released 2022, July 18","192g, 7.8mm thickness","Android 12, XOS 10.6","256GB storage, microSDXC","6.7""",1080x2400 pixels,8 GB RAM,5000 mAh Li-Po,"108 MP, f/1.8, (wide), 1/1.67"", PDAF","17,727",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","2022, July 16","Available. Released 2022, July 18",164.4 x 76.5 x 7.8 mm (6.47 x 3.01 x 0.31 in),192 g (6.77 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",AMOLED,"6.7 inches, 108.4 cm(~86.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 12, XOS 10.6",Mediatek MT8781 Helio G99 (6nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),256GB 8GB RAM,,"Quad-LED flash, HDR, panorama",1440p@30fps,"16 MP, f/2.0, (wide)",Dual-LED flash,1440p@30fps,Yes,Yes,GPS,Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, gyro, compass","Li-Po 5000 mAh, non-removable","Volcanic Grey, Tuscany Blue, Alpine White",X676B,,
https://www.gsmarena.com/infinix_note_12_pro_5g-11663.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note12-pro-5g.jpg,Infinix Note 12 Pro 5G,"Released 2022, July 15","188g, 8mm thickness","Android 12, XOS 10.6","128GB/256GB storage, microSDXC","6.7""",1080x2400 pixels,8 GB RAM,5000 mAh Li-Po,"108 MP, f/1.8, 24mm (wide), PDAF","17,199",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","2022, July 08","Available. Released 2022, July 15",164.7 x 76.9 x 8 mm (6.48 x 3.03 x 0.31 in),188 g (6.63 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",AMOLED,"6.7 inches, 108.4 cm(~85.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 12, XOS 10.6",Mediatek MT6833P Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,"Quad-LED flash, HDR, panorama",1440p@30fps,"16 MP, f/2.0, (wide)",Dual-LED flash,1440p@30fps,Wi-Fi 802.11 a/b/g/n,"5.0, A2DP, LE",GPS,No,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Black, White",X671B,About 210 EUR,
https://www.gsmarena.com/infinix_note_12_5g-11662.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note12-5g.jpg,Infinix Note 12 5G,"Released 2022, July 14","186g, 8mm thickness","Android 12, XOS 10.6","64GB storage, microSDXC","6.7""",1080x2400 pixels,6 GB RAM,5000 mAh Li-Po,"50 MP, f/1.6, 27mm (wide), 1/2.8"", 0.64Âµm, PDAF","14,099",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","2022, July 08","Available. Released 2022, July 14",164.7 x 76.9 x 8 mm (6.48 x 3.03 x 0.31 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",AMOLED,"6.7 inches, 108.4 cm(~85.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 12, XOS 10.6",Mediatek MT6833P Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),64GB 6GB RAM,,"Quad-LED flash, HDR, panorama",1440p@30fps,"16 MP, f/2.0, (wide)",Dual-LED flash,1440p@30fps,Wi-Fi 802.11 a/b/g/n,"5.0, A2DP, LE",GPS,No,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Black, White",X671,About 190 EUR,
https://www.gsmarena.com/infinix_hot_11s_nfc-11605.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-11s-nfc.jpg,Infinix Hot 11s NFC,"Released 2022, February 18","195g, 8.8mm thickness","Android 11, XOS 7.6","64GB/128GB storage, microSDXC","6.78""",1080x2460 pixels,4/6 GB RAM,5000 mAh Li-Po,"50 MP, f/1.6, (wide), PDAF","18,400",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2022, February 18","Available. Released 2022, February 18",168.9 x 77 x 8.8 mm (6.65 x 3.03 x 0.35 in),-,"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz, 500 nits (peak)","6.78 inches, 109.2 cm(~83.9% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),"Android 11, XOS 7.6",Mediatek Helio G88 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"Quad-LED flash, HDR, panorama",1440p@30fps,"8 MP, f/2.0, (wide)",Dual-LED flash,1440p@30fps,Wi-Fi 802.11 a/b/g/n,"5.0, A2DP, LE",GPS,Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Polar Black, Green Wave, Purple",About 230 EUR,,
https://www.gsmarena.com/infinix_hot_12_play-11547.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot12-play.jpg,Infinix Hot 12 Play,"Released 2022, May 30","209g, 8.9mm thickness","Android 11, XOS 10","64GB/128GB storage, microSDXC","6.82""",720x1612 pixels,4/6 GB RAM,6000 mAh Li-Po,"13 MP, f/1.8, (wide), 1/3.1"", 1.12Âµm, AF","8,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2022, May 23","Available. Released 2022, May 30",171 x 78 x 8.9 mm (6.73 x 3.07 x 0.35 in),209 g (7.37 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz","6.82 inches, 111.7 cm(~83.8% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~259 ppi density)","Android 11, XOS 10",,Octa-core 2.3 GHz,,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"Dual-LED flash, panorama, HDR",1080p@30fps,8 MP,Dual-LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 6000 mAh, non-removable","Racing Black, Horizon Blue, Daylight Green, Champagne Gold","X6817, X6816C, X6816",,
https://www.gsmarena.com/infinix_hot_12_play_nfc-11876.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot12-play.jpg,Infinix Hot 12 Play NFC,"Released 2022, May 30","209g, 8.9mm thickness","Android 11, XOS 10","64GB/128GB storage, microSDXC","6.82""",720x1640 pixels,4/6 GB RAM,6000 mAh Li-Po,"13 MP, f/1.8, (wide), 1/3.1"", 1.12Âµm, AF","9,700",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2022, May 23","Available. Released 2022, May 30",171 x 78 x 8.9 mm (6.73 x 3.07 x 0.35 in),209 g (7.37 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz","6.82 inches, 110.5 cm(~82.8% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 11, XOS 10",Unisoc T610 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MP2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"Dual-LED flash, panorama, HDR",1080p@30fps,8 MP,Dual-LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,GPS,Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 6000 mAh, non-removable","Racing Black, Horizon Blue, Daylight Green, Champagne Gold",X6816D,,
https://www.gsmarena.com/infinix_note_12_vip-11527.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note12-vip.jpg,Infinix Note 12 VIP,"Released 2022, July 13","199g, 7.9mm thickness","Android 12, XOS 10.5","128GB/256GB storage, microSDXC","6.7""",1080x2400 pixels,4/8 GB RAM,4500 mAh Li-Po,"108 MP, f/1.8, (wide), 1/1.67"", 0.64Âµm, PDAF, Laser AF","23,690",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 28, 38, 40, 41","2022, May 16","Available. Released 2022, July 13",163.5 x 76.7 x 7.9 mm (6.44 x 3.02 x 0.31 in),199 g (7.02 oz),"Glass front, glass back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 1B colors, 120Hz, 700 nits (peak)","6.7 inches, 108.4 cm(~86.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 12, XOS 10.5",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 256GB 8GB RAM",UFS 2.2,"Quad-LED flash, HDR, panorama","1440p@30fps, 1080p@60fps","16 MP, (wide), 1/2.76"", 1.12Âµm",Dual-LED flash,"1440p@30fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct",Yes,GPS,Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","Cayenne grey, Force black",X672,About 290 EUR,
https://www.gsmarena.com/infinix_note_12_g96-11526.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note12-g96.jpg,Infinix Note 12 G96,"Released 2022, May 16","185g, 8mm thickness","Android 12, XOS 10.6","128GB/256GB storage, microSDXC","6.7""",1080x2400 pixels,8 GB RAM,5000 mAh Li-Po,"50 MP, f/1.6, (wide), 1/2.8"", 0.64Âµm, PDAF","16,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40","2022, May 16","Available. Released 2022, May 16",164.6 x 76.8 x 8 mm (6.48 x 3.02 x 0.31 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",AMOLED,"6.7 inches, 108.4 cm(~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 12, XOS 10.6",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,"Quad-LED flash, HDR, panorama",1440p@30fps,"16 MP, f/2.0, (wide)",Dual-LED flash,1440p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Force Black, Snowfall, Sapphire Blue (Jewel Blue)",X670,About 190 EUR,
https://www.gsmarena.com/infinix_note_12i-11523.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note12i.jpg,Infinix Note 12i,"Released 2022, May 11","198g, 8.3mm thickness","Android 12, XOS 10.6","128GB storage, microSDXC","6.82""",720x1640 pixels,4 GB RAM,5000 mAh Li-Po,"50 MP, f/1.6, (wide), 1/2.8"", 0.64Âµm, PDAF","9,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40","2022, May 11","Available. Released 2022, May 11",170.7 x 77.4 x 8.3 mm (6.72 x 3.05 x 0.33 in),198 g (6.98 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz","6.82 inches, 110.5 cm(~83.6% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 12, XOS 10.6",Mediatek MT6769Z Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),128GB 4GB RAM,,"Quad-LED flash, HDR, panorama",1440p@30fps,8 MP,Dual-LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Force Black, Snowfall",X6819,About 170 EUR,
https://www.gsmarena.com/infinix_note_12-11497.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note12.jpg,Infinix Note 12,"Released 2022, April 26","184.5g, 7.9mm thickness","Android 11, XOS 10.6","64GB/128GB storage, microSDXC","6.7""",1080x2400 pixels,4/6 GB RAM,5000 mAh Li-Po,"50 MP, f/1.6, (wide), 1/2.8"", 0.64Âµm, PDAF","10,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40","2022, April 26","Available. Released 2022, April 26",164.4 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in),184.5 g (6.49 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 1000 nits (peak)","6.7 inches, 108.4 cm(~86.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 11, XOS 10.6",Mediatek Helio G88 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,"Quad-LED flash, HDR, panorama",1440p@30fps,16 MP,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,GPS,Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Jewel Blue, Force Black, Sunset Golden","X663, X663C, X663D",About 190 EUR,,
https://www.gsmarena.com/infinix_hot_12-11498.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot12.jpg,Infinix Hot 12,"Released 2022, April 26","195g, 8.3mm thickness","Android 12, XOS 10.6","128GB storage, microSDXC","6.82""",720x1612 pixels,4/6 GB RAM,5000 mAh Li-Ion,"13 MP, f/1.8, (wide), AF","8,499",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2022, April 26","Available. Released 2022, April 26",170.5 x 77.6 x 8.3 mm (6.71 x 3.06 x 0.33 in),195 g (6.88 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz","6.82 inches, 111.7 cm(~84.5% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~259 ppi density)","Android 12, XOS 10.6",Mediatek MT6769Z Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM",,Dual-LED flash,1080p@30fps,8 MP,Dual-LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,GPS,No,FM radio,Yes,"Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Ion 5000 mAh, non-removable","Racing Black, Legend White, Origin Blue, Lucky Green","X6817, X6817B",About 150 EUR,
https://www.gsmarena.com/infinix_hot_11_2022-11478.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-11-2022.jpg,Infinix Hot 11 2022,"Released 2022, April 21","199.6g, 9.1mm thickness","Android 11, XOS 7.6","64GB storage, microSDXC","6.7""",1080x2400 pixels,4 GB RAM,5000 mAh Li-Po,"13 MP, f/2.0, (wide), PDAF","9,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2022, April 15","Available. Released 2022, April 21",166.8 x 76.6 x 9.1 mm (6.57 x 3.02 x 0.36 in),199.6 g (7.05 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 550 nits (peak)","6.7 inches, 108.4 cm(~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 11, XOS 7.6",Unisoc T610 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MP2,microSDXC (dedicated slot),64GB 4GB RAM,eMMC 5.1,"LED flash, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Wi-Fi 802.11 a/b/g/n,"5.1, A2DP, LE",GPS,No,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity","Li-Po 5000 mAh, non-removable","Aurora Green, Polar Black, Sunset Gold",X675,About 110 EUR,,
https://www.gsmarena.com/infinix_hot_12i-11473.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-12i.jpg,Infinix Hot 12i,"Released 2022, April 12","190g, 8.8mm thickness","Android 11, XOS 7.6","64GB storage, microSDXC","6.6""",720x1612 pixels,4 GB RAM,5000 mAh Li-Ion,"13 MP, f/1.8, (wide), AF","11,390",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2022, April 12","Available. Released 2022, April 12",164.8 x 76.4 x 8.8 mm (6.49 x 3.01 x 0.35 in),190 g (6.70 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 480 nits","6.6 inches, 104.6 cm(~83.1% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)","Android 11, XOS 7.6",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,Dual-LED flash,1080p@30fps,8 MP,LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,GPS,No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 5000 mAh, non-removable","Racing Black, Horizon Blue, Haze Green, Champagne Gold","X665B, X665",About 140 EUR,
