Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,Camera,Price,net2g,net3g,net4g,year,status,dimensions,weight,build,sim,bodyother,displaytype,displaysize,displayresolution,displayprotection,displayother,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1features,cam1video,cam2modules,cam2features,cam2video,optionalother,wlan,bluetooth,gps,nfc,radio,usb,sensors,featuresother,batdescription1,colors
https://www.gsmarena.com/samsung_galaxy_a04-11817.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a04.jpg,Samsung Galaxy A04,"Released 2022, October 10","192g, 9.1mm thickness","Android 12, up to Android 13, One UI Core 5.0","32GB/64GB/128GB storage, microSDXC","6.5""",720x1600 pixels,3/8 GB RAM,5000 mAh Li-Po,"50 MP, f/1.8, (wide), AF",108,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","2022, August 24","Available. Released 2022, October 10",164.4 x 76.3 x 9.1 mm (6.47 x 3.00 x 0.36 in),192 g (6.77 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,PLS LCD,"6.5 inches, 102.0 cm(~81.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 12, upgradable to Android 13, One UI Core 5.0",,Octa-core (4x2.3 GHz & 4x1.8 GHz),microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 8GB RAM",,eMMC 5.1,LED flash,1080p@30fps,"5 MP, f/2.2",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,Unspecified,USB Type-C 2.0,"Accelerometer, proximity","Li-Po 5000 mAh, non-removable","Black, Green, White, Copper","SM-A045F, SM-A045F/DS",0.32 W/kg (head)     1.10 W/kg (body),
https://www.gsmarena.com/samsung_galaxy_z_fold4-11737.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-z-fold4-5g.jpg,Samsung Galaxy Z Fold4,"Released 2022, August 25","263g, 6.3mm thickness","Android 12L, up to Android 13, One UI 5.1","256GB/512GB/1TB storage, no card slot","7.6""",1812x2176 pixels,12 GB RAM,4400 mAh Li-Po,"50 MP, f/1.8, 23mm (wide), 1.0µm, Dual Pixel PDAF, OIS",1319,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,LTE,"2022, August 10","Available. Released 2022, August 25",Unfolded: 155.1 x 130.1 x 6.3 mmFolded: 155.1 x 67.1 x 14.2-15.8 mm,263 g (9.28 oz),"Glass front (Gorilla Glass Victus+) (folded), plastic front (unfolded), glass back (Gorilla Glass Victus+), aluminum frame","Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)",IPX8 water resistant (up to 1.5m for 30 min),"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+, 1200 nits (peak)","7.6 inches, 183.2 cm(~90.9% screen-to-body ratio)",1812 x 2176 pixels (~373 ppi density),Cover display:,,"Android 12L, upgradable to Android 13, One UI 5.1",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",UFS 3.1,"LED flash, HDR, panorama","8K@24fps, 4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10+","4 MP, f/1.8, 26mm (wide), 2.0µm, under display",HDR,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS",Yes,No,"USB Type-C 3.2, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","Bixby natural language commands and dictationSamsung DeX (desktop experience support)Samsung Pay (Visa, MasterCard certified)Ultra Wideband (UWB) support","Li-Po 4400 mAh, non-removable","Graygreen, Phantom Black, Beige, Burgundy"
https://www.gsmarena.com/samsung_galaxy_z_flip4-11538.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-z-flip4-5g.jpg,Samsung Galaxy Z Flip4,"Released 2022, August 25","187g, 6.9mm thickness","Android 12, up to Android 13, One UI 5.1","128GB/256GB/512GB storage, no card slot","6.7""",1080x2640 pixels,8 GB RAM,3700 mAh Li-Po,"12 MP, f/1.8, 24mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS",729,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,LTE,"2022, August 10","Available. Released 2022, August 25",Unfolded: 165.2 x 71.9 x 6.9 mmFolded: 84.9 x 71.9 x 15.9-17.1 mm,187 g (6.60 oz),"Plastic front (opened), glass back (Gorilla Glass Victus+), aluminum frame",Nano-SIM and eSIM,IPX8 water resistant (up to 1.5m for 30 min),"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+, 1200 nits (peak)","6.7 inches, 101.5 cm(~85.4% screen-to-body ratio)",1080 x 2640 pixels (~426 ppi density),Cover display:,,"Android 12, upgradable to Android 13, One UI 5.1",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",UFS 3.1,"LED flash, HDR, panorama","4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+","10 MP, f/2.4, 26mm (wide), 1.22µm",HDR,4K@30fps,32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","Samsung Pay (Visa, MasterCard certified)","Li-Po 3700 mAh, non-removable","Bora Purple, Graphite, Pink Gold, Blue, Yellow, White, Navy, Khaki, Red"
https://www.gsmarena.com/samsung_galaxy_watch5_pro-11749.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-watch5pro.jpg,Samsung Galaxy Watch5 Pro,"Released 2022, August 26","46.5g, 10.5mm thickness","Android Wear OS 3.5, One UI Watch 4.5","16GB storage, no card slot","1.4""",450x450 pixels,1.5 GB RAM,590 mAh Li-Ion,"Wi-Fi 802.11 a/b/g/n, dual-band",290,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,LTE,"2022, August 10","Available. Released 2022, August 26",45.4 x 45.4 x 10.5 mm (1.79 x 1.79 x 0.41 in),46.5 g (1.66 oz),"Glass front (Sapphire crystal), titanium frame",eSIM,MIL-STD-810H compliant*,Super AMOLED,1.4 inches,450 x 450 pixels (~321 ppi density),Sapphire crystal,Always-on display,"Android Wear OS 3.5, One UI Watch 4.5",Exynos W920 (5 nm),Dual-core 1.18 GHz Cortex-A55,Mali-G68,No,16GB 1.5GB RAM,No,"5.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,No,No,"Accelerometer, gyro, heart rate, barometer, thermometer (body temperature)",Natural language commands and dictation,"Li-Ion 590 mAh, non-removable","Black Titanium, Gray Titanium",SM-R925F,,,,,,
https://www.gsmarena.com/samsung_galaxy_watch5-11748.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-watch5.jpg,Samsung Galaxy Watch5,"Released 2022, August 26","33.5g, 9.8mm thickness","Android Wear OS 3.5, One UI Watch 4.5","16GB storage, no card slot","1.4""",450x450 pixels,1.5 GB RAM,410 mAh Li-Ion,"Wi-Fi 802.11 a/b/g/n, dual-band",223,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,LTE,"2022, August 10","Available. Released 2022, August 26",44.4 x 43.3 x 9.8 mm (1.75 x 1.70 x 0.39 in),"33.5 g (44mm), 28.7 g (40mm) (1.02 oz)","Glass front (Sapphire crystal), aluminum frame",eSIM,MIL-STD-810H compliant*,Super AMOLED,1.4 inches,450 x 450 pixels (~321 ppi density),Sapphire crystal,Always-on display,"Android Wear OS 3.5, One UI Watch 4.5",Exynos W920 (5 nm),Dual-core 1.18 GHz Cortex-A55,Mali-G68,No,16GB 1.5GB RAM,No,"5.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,No,No,"Accelerometer, gyro, heart rate, barometer",Natural language commands and dictation,"Li-Ion 410 mAh, non-removable","Graphite, Silver, Pink Gold, Sapphire","SM-R915F, SM-R905F",,,,,,
https://www.gsmarena.com/samsung_galaxy_a23_5g-11736.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a23-5g.jpg,Samsung Galaxy A23 5G,"Released 2022, September 02","197g, 8.4mm thickness","Android 12, up to Android 13, One UI 5","64GB/128GB storage, microSDXC","6.6""",1080x2408 pixels,4/8 GB RAM,5000 mAh Li-Po,"50 MP, f/1.8, (wide), PDAF, OIS",244,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 32, 38, 40, 41, 66 - International","2022, August 05","Available. Released 2022, September 02",165.4 x 76.9 x 8.4 mm (6.51 x 3.03 x 0.33 in),197 g (6.95 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,"PLS LCD, 120Hz","6.6 inches, 104.9 cm(~82.5% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",Corning Gorilla Glass 5,,"Android 12, upgradable to Android 13, One UI 5",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, (wide) - USA",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,No,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, gyro, compass, barometer (USA only)",Virtual proximity sensing,"Li-Po 5000 mAh, non-removable","Black, White, Peach, Blue","SM-A236U, SM-A236U1, SM-A236B, SM-A236B/DS, SM-A236B/DSN, SM-A236E",0.68 W/kg (head)     0.57 W/kg (body)
https://www.gsmarena.com/samsung_galaxy_m13_5g-11633.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m13-5g.jpg,Samsung Galaxy M13 5G,"Released 2022, July 23","195g, 8.8mm thickness","Android 12, One UI Core 4","64GB/128GB storage, microSDXC","6.5""",720x1600 pixels,4/6 GB RAM,5000 mAh Li-Po,"50 MP, f/1.8, (wide), PDAF",150,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66","2022, July 14","Available. Released 2022, July 23",164.5 x 76.5 x 8.8 mm (6.48 x 3.01 x 0.35 in),195 g (6.88 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"PLS LCD, 90Hz, 400 nits (typ)","6.5 inches, 102.0 cm(~81.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Corning Gorilla Glass 3,,"Android 12, One UI Core 4",Mediatek MT6833 Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",,"LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0, (wide)",HDR,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO, QZSS",No,Unspecified,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, gyro, compass",Virtual proximity sensing,"Li-Po 5000 mAh, non-removable","Midnight Blue, Aqua Green, Stardust Brown","SM-M136B, SM-M136B/DS"
https://www.gsmarena.com/samsung_galaxy_m13_(india)-11654.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m13-4g-india.jpg,Samsung Galaxy M13 (India),"Released 2022, July 23","207g, 9.3mm thickness","Android 12, One UI Core 4","64GB/128GB storage, microSDXC","6.6""",1080x2408 pixels,4/6 GB RAM,6000 mAh Li-Po,"50 MP, f/1.8, (wide), PDAF",127,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","2022, July 14","Available. Released 2022, July 23",165.4 x 76.9 x 9.3 mm (6.51 x 3.03 x 0.37 in),207 g (7.30 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,PLS LCD,"6.6 inches, 104.9 cm(~82.5% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",Corning Gorilla Glass 5,,"Android 12, One UI Core 4",Exynos 850 (8nm),Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),Mali-G52,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.2, (wide)",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO, QZSS",No,No,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, compass",Virtual proximity sensing,"Li-Po 6000 mAh, non-removable","Midnight Blue, Aqua Green, Stardust Brown","SM-M135FU, SM-M135FU/DS"
https://www.gsmarena.com/samsung_galaxy_a13_(sm_a137)-11665.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a13-a137.jpg,Samsung Galaxy A13 (SM-A137),"Released 2022, July","195g, 8.8mm thickness","Android 12, up to Android 13, One UI 5","32GB/64GB/128GB storage, microSDXC","6.6""",1080x2408 pixels,3/4 GB RAM,5000 mAh Li-Po,"50 MP, f/1.8, (wide), PDAF",163,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","2022, June","Available. Released 2022, July",165.1 x 76.4 x 8.8 mm (6.5 x 3.01 x 0.35 in),195 g (6.88 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,PLS LCD,"6.6 inches, 104.9 cm(~83.2% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",Corning Gorilla Glass 5,,"Android 12, upgradable to Android 13, One UI 5",Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.2, (wide)",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, compass",Virtual proximity sensing,"Li-Po 5000 mAh, non-removable","Black, White, Blue","SM-A137F, SM-A137F/DSN, SM-A137F/DS",0.35 W/kg (head)     1.22 W/kg (body)
https://www.gsmarena.com/samsung_galaxy_xcover6_pro-11600.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover6-pro-r.jpg,Samsung Galaxy Xcover6 Pro,"Released 2022, July 13","235g, 9.9mm thickness","Android 12, up to Android 13, One UI 5","128GB storage, microSDXC","6.6""",1080x2408 pixels,6 GB RAM,4050 mAh Li-Po,"50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF",449,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 32, 38, 39, 40, 41, 66","2022, June 29","Available. Released 2022, July 13",168.8 x 79.9 x 9.9 mm (6.65 x 3.15 x 0.39 in),235 g (8.29 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 35 min),"PLS LCD, 120Hz","6.6 inches, 104.9 cm(~77.8% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",Corning Gorilla Glass Victus+,,"Android 12, upgradable to Android 13, One UI 5",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,microSDXC (dedicated slot),128GB 6GB RAM,,"Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps","13 MP, f/2.2, (wide), 1/3.1"", 1.12µm",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/mc/6e, tri-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,"USB Type-C 3.2, charging connector pins","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",Samsung DeX support,"Li-Po 4050 mAh, removable",Black,"SM-G736U, SM-G736U1, SM-G736B, SM-G736B/DS"
https://www.gsmarena.com/samsung_galaxy_f13-11624.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-f13.jpg,Samsung Galaxy F13,"Released 2022, June 29","207g, 9.3mm thickness","Android 12, up to Android 13, One UI Core 5","64GB/128GB storage, microSDXC","6.6""",1080x2408 pixels,4 GB RAM,6000 mAh Li-Po,"50 MP, f/1.8, (wide), PDAF",126,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","2022, June 22","Available. Released 2022, June 29",165.4 x 76.9 x 9.3 mm (6.51 x 3.03 x 0.37 in),207 g (7.30 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,PLS LCD,"6.6 inches, 104.9 cm(~82.5% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",Corning Gorilla Glass 5,,"Android 12, upgradable to Android 13, One UI Core 5",Exynos 850 (8nm),Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),Mali-G52,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.2, (wide)",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, compass",Virtual proximity sensing,"Li-Po 6000 mAh, non-removable","Waterfall Blue, Sunrise Copper, Nightsky Green","SM-E135F, SM-E135F/DS"
https://www.gsmarena.com/samsung_galaxy_m13-11564.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m13.jpg,Samsung Galaxy M13,"Released 2022, July 01","192g, 8.4mm thickness","Android 12, One UI Core 4.1","64GB/128GB storage, microSDXC","6.6""",1080x2408 pixels,4 GB RAM,5000 mAh Li-Po,"50 MP, f/1.8, (wide), PDAF",148,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","2022, May 27","Available. Released 2022, July 01",165.4 x 76.9 x 8.4 mm (6.51 x 3.03 x 0.33 in),192 g (6.77 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,PLS LCD,"6.6 inches, 104.9 cm(~82.5% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",,,"Android 12, One UI Core 4.1",Exynos 850 (8nm),Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),Mali-G52,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.2, (wide)",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes (market/region dependent),No,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, compass",Virtual proximity sensing,"Li-Po 5000 mAh, non-removable","Deep Green, Orange Copper, Light Blue","SM-M135F, SM-M135F/DSN"
https://www.gsmarena.com/samsung_galaxy_tab_s6_lite_(2022)-11524.php,https://fdn2.gsmarena.com/vv/bigpic/galaxy-tab-s6-lite-2022-lte-sm-p619-.jpg,Samsung Galaxy Tab S6 Lite (2022),"Released 2022, May 23","467g, 7mm thickness","Android 12, up to Android 13, One UI 5","64GB/128GB storage, microSDXC","10.4""",1200x2000 pixels,4 GB RAM,7040 mAh Li-Po,"8 MP, (wide), 1/4.0"", 1.12µm",400,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1800 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41, 66","2022, May 14","Available. Released 2022, May 23",244.5 x 154.3 x 7 mm (9.63 x 6.07 x 0.28 in),465/467 g (1.03 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM,Stylus support,TFT LCD,"10.4 inches, 307.9 cm(~81.6% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~224 ppi density)","Android 12, upgradable to Android 13, One UI 5",Qualcomm SM7125 Snapdragon 720G (8 nm),,,Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver),Adreno 618,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",,"HDR, panorama",1080p@30fps,"5 MP, (wide), 1/5.0"", 1.12µm",1080p@30fps,Tuned by AKG,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO, QZSS",No,No,USB Type-C,"Accelerometer, proximity, gyro",ANT+,"Li-Po 7040 mAh, non-removable","Chiffon Pink, Angora Blue, Oxford Gray","SM-P613, SM-P619"
https://www.gsmarena.com/samsung_galaxy_m53-11439.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m53-5g.jpg,Samsung Galaxy M53,"Released 2022, April 22","176g, 7.4mm thickness","Android 12, up to Android 13, One UI 5","128GB/256GB storage, microSDXC","6.7""",1080x2408 pixels,6/8 GB RAM,5000 mAh Li-Ion,"108 MP, f/1.8, (wide), PDAF",353,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66","2022, April 07","Available. Released 2022, April 22",164.7 x 77 x 7.4 mm (6.48 x 3.03 x 0.29 in),176 g (6.21 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"Super AMOLED Plus, 120Hz","6.7 inches, 108.1 cm(~85.3% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~394 ppi density)",Corning Gorilla Glass 5,,"Android 12, upgradable to Android 13, One UI 5",Mediatek MT6877 Dimensity 900 (6 nm),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps","32 MP, f/2.2, 26mm (wide)","4K@30fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",Yes (market/region dependent),No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Ion 5000 mAh, non-removable","Green, Blue, Brown","SM-M536B, SM-M536B/DS, SM-M536B/DSN",1.31 W/kg (head),0.60 W/kg (head)     1.53 W/kg (body)
https://www.gsmarena.com/samsung_galaxy_s20_fe_2022-11459.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s20-fe-5g.jpg,Samsung Galaxy S20 FE 2022,"Released 2022, April 01","190g, 8.4mm thickness","Android 12, One UI 4.1","128GB storage, microSDXC","6.5""",1080x2400 pixels,6 GB RAM,4500 mAh Li-Ion,"12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS",520,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,LTE,"2022, April 01","Available. Released 2022, April 01",159.8 x 74.5 x 8.4 mm (6.29 x 2.93 x 0.33 in),190 g (6.70 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Super AMOLED, 120Hz, HDR10+","6.5 inches, 102.0 cm(~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Corning Gorilla Glass 3,Always-on display,"Android 12, One UI 4.1",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,microSDXC (uses shared SIM slot),128GB 6GB RAM,UFS 3.1,"LED flash, auto-HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.74"", 0.8µm",HDR,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO",Yes,No,"USB Type-C 3.2, OTG","Fingerprint (under display, optical), accelerometer, gyro, compass",Virtual proximity sensing,"Li-Ion 4500 mAh, non-removable","Cloud White, Cloud Lavender, Cloud Navy"
